	tSNE1	tSNE2
k141_4275	30.874918	23.24122
k141_8394	-8.179418	-69.135864
k141_8395	1.5344751	-19.950392
k141_24349	24.499176	-13.446955
k141_28404	-11.6628895	-65.668755
k141_260	20.04394	-55.206642
k141_4279	-48.691273	9.979784
k141_8399	0.10020099	-14.068313
k141_28406	22.167805	-41.78142
k141_24352	-31.296041	7.1517267
k141_28407	-10.114928	-29.941305
k141_12333	-23.767086	66.4465
k141_261	4.385968	-43.02932
k141_28408	11.067053	-22.38117
k141_12334	-36.148262	28.511776
k141_24356	35.182556	2.812771
k141_28409	-11.825441	-8.901608
k141_12335	21.897247	-37.53793
k141_4285	-17.63855	62.443947
k141_28410	-42.447094	-48.419746
k141_8400	55.81475	4.040009
k141_262	52.282806	9.603463
k141_12336	10.490089	-26.638624
k141_28413	-25.053518	-65.38487
k141_8402	24.99899	19.842314
k141_264	-19.494984	-51.005287
k141_28415	-43.85505	-29.642988
k141_12338	22.58825	3.2585924
k141_8405	25.294634	-15.241686
k141_28419	-9.224421	53.115185
k141_12341	25.871414	-42.580875
k141_4299	-16.62564	-14.42162
k141_8408	-10.471788	-33.894665
k141_12342	11.938443	-5.231757
k141_28423	-1.030093	-42.1759
k141_8409	12.833655	19.728003
k141_4302	-42.247574	-36.53091
k141_24358	-18.5743	60.143543
k141_28425	-6.7182727	-11.417344
k141_24360	0.034117475	-17.960217
k141_4307	-23.395617	16.50034
k141_12345	47.130157	38.22299
k141_24361	29.95444	20.551369
k141_12347	18.483446	-7.5094543
k141_24362	26.201168	-30.602015
k141_28434	36.00134	-47.24814
k141_24364	-6.940542	-29.273956
k141_24367	-35.115536	13.294973
k141_4320	-44.669178	13.054382
k141_16199	3.4755552	-43.651997
k141_28448	26.894337	-23.956814
k141_8411	39.482986	14.485846
k141_16200	-1.6000925	5.8077807
k141_28449	-47.413357	-41.065674
k141_4322	-13.8176365	-59.776688
k141_12355	44.209652	21.948471
k141_8416	9.964888	-20.503445
k141_16203	33.08809	4.3870354
k141_8420	-38.094097	30.457096
k141_4323	-7.641298	-69.86067
k141_12357	35.295555	10.376109
k141_16205	18.827168	-50.10749
k141_8421	31.292131	-49.986076
k141_12358	-11.164311	55.147877
k141_16208	35.416935	-46.80249
k141_8422	15.189466	-13.712413
k141_12359	13.293657	-19.641611
k141_8423	-12.343636	56.22113
k141_4331	31.810558	-44.54016
k141_8424	-1.5957541	-11.159241
k141_12365	30.628784	39.241497
k141_8425	4.0356674	-25.377478
k141_16209	-49.166782	-40.920353
k141_16210	35.779858	36.936947
k141_4335	-14.860928	70.065
k141_16212	34.78378	12.868389
k141_8426	35.877026	13.037025
k141_12369	-49.196396	24.505695
k141_28454	44.29676	-1.678139
k141_16215	37.184402	49.04169
k141_28456	19.48876	12.889889
k141_8427	-53.55085	-36.64421
k141_28458	-46.772724	-41.408607
k141_24373	51.161224	4.5500956
k141_28463	-2.3896072	-11.895083
k141_8428	13.065501	-21.596935
k141_8432	15.520408	-1.9687978
k141_24374	-50.956657	-31.196287
k141_16217	42.9942	21.060598
k141_24378	2.1329484	49.0806
k141_8435	20.3242	45.114666
k141_28467	16.59813	-14.59447
k141_8438	-16.369118	-22.4534
k141_28471	19.307194	-24.726494
k141_24381	53.87333	11.107766
k141_8439	35.769672	-44.96206
k141_16221	-1.647432	5.9113774
k141_24382	1.3365216	-2.6723733
k141_8445	15.754742	14.810187
k141_24383	29.402494	35.579735
k141_28474	-13.1586	4.731056
k141_24387	5.575767	2.1025102
k141_16230	36.28179	6.734043
k141_8450	-47.74266	-34.50946
k141_24390	-20.451305	-2.3269439
k141_8451	-9.262613	24.551748
k141_4336	41.89504	13.453696
k141_8452	28.40838	9.348004
k141_24391	-47.17384	-37.04442
k141_4339	-28.199068	-19.076664
k141_8453	3.9681635	-50.97599
k141_28475	-13.256245	53.598507
k141_24393	21.267973	29.093937
k141_8454	6.5614457	-22.382824
k141_24394	30.233639	41.698418
k141_4341	-11.020351	-8.104657
k141_4342	-1.3010695	-17.11573
k141_4343	-30.694061	-58.73214
k141_28477	-55.196342	-35.45894
k141_24395	-13.151415	6.307189
k141_8457	-39.059925	13.570629
k141_4347	11.970266	-53.562157
k141_24396	-38.88029	31.846191
k141_4348	-10.893125	9.238256
k141_8458	-13.335836	64.36312
k141_24398	28.216475	35.3277
k141_8460	21.680727	37.206146
k141_24399	29.028873	7.7302094
k141_8462	-6.976439	24.880594
k141_4356	-6.867817	71.857086
k141_4359	16.271559	31.5894
k141_8465	45.144367	38.034805
k141_8466	16.870281	6.8443027
k141_4361	-13.376713	17.624527
k141_28478	54.718445	4.741938
k141_8477	14.70958	27.627752
k141_28479	-1.8021469	-45.54504
k141_28480	-19.129427	-53.155083
k141_24409	36.500698	11.693536
k141_12370	-7.639321	-71.27882
k141_8483	2.9304326	47.69562
k141_24410	2.2524614	6.715531
k141_4362	-17.584898	58.746174
k141_28482	-46.609753	15.336439
k141_4365	15.548313	35.115746
k141_28484	-25.908339	21.195892
k141_4366	12.175193	-2.7144394
k141_4367	24.399343	17.504732
k141_24418	-5.9703875	-34.858067
k141_24419	8.793914	29.085642
k141_4369	-4.3075123	2.8319733
k141_4370	30.71994	32.138306
k141_8486	56.15319	5.063262
k141_12374	-21.369997	66.56898
k141_12376	11.920275	19.793457
k141_4376	16.492651	24.199823
k141_12378	33.401096	42.9919
k141_28492	14.657752	38.856964
k141_24423	-49.667625	-40.932846
k141_4378	-47.18744	-33.665905
k141_12379	29.407816	6.1742406
k141_28495	-6.7505274	19.494005
k141_12380	1.4601868	10.920951
k141_28496	29.412615	30.266094
k141_24429	-17.117483	0.9075118
k141_28498	-24.042715	30.645332
k141_8487	-53.303463	-40.264954
k141_4383	-12.795002	60.050217
k141_24433	-30.75228	-55.185158
k141_8489	30.2139	39.929615
k141_12384	34.8377	19.676632
k141_28500	8.10713	16.180038
k141_28501	-14.456305	-17.346544
k141_8491	9.537916	15.926172
k141_4386	37.985615	-46.263912
k141_24437	34.247314	-49.462963
k141_12385	-29.782585	12.507865
k141_4388	3.1250262	-29.483376
k141_28503	-7.2571054	22.95567
k141_8495	23.18541	17.386631
k141_12386	21.475866	34.14664
k141_4389	-34.495964	30.957321
k141_12387	-26.62957	-61.565517
k141_8497	-14.094051	-38.126522
k141_28504	-24.837036	27.082827
k141_8498	26.37402	45.621223
k141_4392	28.506176	-47.787697
k141_8500	-11.160077	-4.4342237
k141_12391	-45.927364	-46.5363
k141_8501	-41.785603	-29.395845
k141_8503	-13.757948	52.117996
k141_24440	46.010227	33.28445
k141_12393	29.439302	2.4372678
k141_8505	24.975859	40.161297
k141_4393	40.344593	14.026055
k141_12396	-36.833836	-38.525723
k141_28511	50.033993	41.14225
k141_4397	-16.569263	4.8765025
k141_12400	-2.6998773	65.10758
k141_28514	26.05503	-47.101242
k141_269	-6.9989085	-71.965614
k141_12404	23.11177	26.60199
k141_8509	-23.474224	68.42
k141_28516	18.836584	2.3190038
k141_4404	-12.109729	-0.1105131
k141_8512	44.555214	47.425655
k141_271	-55.25588	-35.158463
k141_28517	-48.212917	-42.047268
k141_12405	24.326277	3.81296
k141_4405	-17.716225	10.125576
k141_28518	-38.63365	10.596988
k141_12407	-16.628847	-25.675606
k141_273	-19.91661	-2.9687493
k141_24446	40.292202	11.531701
k141_8517	13.076158	-23.992292
k141_12408	43.14804	44.21626
k141_24447	19.659664	-53.257217
k141_28521	-42.687263	12.357658
k141_4407	-31.189753	16.399199
k141_28522	-8.42151	-46.750984
k141_8519	-40.757652	22.250294
k141_4409	-28.746674	11.658105
k141_276	-42.800568	30.013113
k141_28525	30.316912	46.316654
k141_24451	-43.519352	-35.67637
k141_277	23.375551	-15.111529
k141_12411	-51.93678	23.988846
k141_8522	-21.636574	-60.627876
k141_4411	-24.015028	13.320695
k141_24454	34.59648	42.905365
k141_280	29.680664	39.337753
k141_8526	11.580889	22.338673
k141_28530	-10.137675	67.74212
k141_12415	-31.691477	-61.043854
k141_24460	11.807078	-13.197391
k141_8528	-49.533253	-41.867157
k141_28537	-9.450056	51.51086
k141_12419	41.09923	25.019104
k141_24461	35.690586	19.286951
k141_290	34.174454	27.32777
k141_8529	-16.435555	-13.870736
k141_12420	-29.577946	-17.748604
k141_12421	32.9877	-43.546146
k141_291	10.237978	9.470773
k141_28545	-3.3659596	17.104439
k141_28548	-8.994338	50.789776
k141_12424	-10.860777	-65.45704
k141_293	6.1051946	-37.880825
k141_4412	51.217495	5.310137
k141_12425	21.866575	-45.240597
k141_8530	49.68068	41.62074
k141_24466	-39.079468	21.117987
k141_12426	-18.06067	-50.494923
k141_8531	7.9795985	-3.1019943
k141_24469	-25.518902	-61.893265
k141_8533	-3.9167964	5.9036393
k141_4416	26.196358	-30.594576
k141_12429	11.9477415	31.409428
k141_8534	-35.91983	5.7893214
k141_24470	-3.1087232	17.099615
k141_28554	45.888954	21.368305
k141_24472	-7.7039094	57.25983
k141_4422	-22.481028	16.371717
k141_24474	-2.9398346	-39.292236
k141_304	47.00054	10.609873
k141_24476	-11.724184	-23.67757
k141_8535	40.713043	22.617992
k141_12434	23.606174	5.0563855
k141_24478	33.073055	2.7165873
k141_28560	-23.508753	7.8788695
k141_12435	-4.4441566	-18.801489
k141_4424	-54.084023	-39.64037
k141_309	-7.0465264	-9.728349
k141_24479	-39.940475	26.26787
k141_310	-13.597077	-55.220654
k141_8545	10.486213	8.17482
k141_4429	-29.907354	-58.282818
k141_24481	33.17964	31.831686
k141_4430	6.3298798	13.862642
k141_8546	-47.52971	-36.361614
k141_12444	-41.205128	30.824606
k141_16234	-8.093192	-69.6384
k141_24484	32.985638	48.12628
k141_24485	13.611966	15.674307
k141_12447	3.1828735	10.470407
k141_8547	-6.3712325	-17.542711
k141_24487	23.510115	-39.97376
k141_8549	-26.35356	-57.910404
k141_12448	-39.947586	31.063824
k141_4440	-5.030181	-41.866493
k141_16243	-5.6890125	70.5272
k141_24488	-42.357227	16.043959
k141_8554	-22.875717	-60.70713
k141_4444	-28.230932	-63.80241
k141_313	42.26436	19.81238
k141_16245	24.844536	-45.943142
k141_24491	-9.004446	-38.315823
k141_316	-47.14047	10.902641
k141_24492	14.329179	7.069664
k141_8559	-7.987567	-5.442507
k141_318	26.940302	20.51298
k141_4451	11.237282	-13.786076
k141_4452	-37.356865	26.053123
k141_4453	6.72373	-26.204681
k141_24493	-25.746311	15.3969345
k141_28563	55.136448	4.8741655
k141_28564	16.331966	20.191408
k141_8561	-21.9927	65.05803
k141_12450	51.645214	6.162862
k141_12452	-5.6617265	4.2228208
k141_28565	-15.165565	10.973498
k141_24495	-34.923412	13.982738
k141_8562	43.921894	22.62448
k141_24499	-12.914679	-5.967214
k141_8563	29.058947	-53.83134
k141_28567	55.66559	8.611218
k141_12456	-6.7176723	11.223594
k141_4458	-50.860188	-34.620083
k141_8564	-2.5239077	-46.22717
k141_24500	-44.342533	14.233626
k141_28568	17.627377	34.494755
k141_16246	51.544632	4.789456
k141_8565	36.005722	22.792171
k141_12457	21.343796	-18.781778
k141_8566	-11.641897	-17.678696
k141_16248	-18.648512	-3.8085368
k141_16251	16.376091	5.757295
k141_8571	5.701132	-46.344944
k141_24504	54.887447	5.383262
k141_8574	0.81887007	11.8242235
k141_16257	-5.5603976	70.53155
k141_28577	16.06372	-17.312635
k141_4459	39.96682	14.276923
k141_24505	-48.59265	-46.17335
k141_8579	46.48293	8.268517
k141_319	52.92061	5.134851
k141_24506	-3.7270825	-16.03866
k141_16261	33.360672	-51.45832
k141_4462	23.747547	19.127523
k141_28584	56.65549	9.395863
k141_321	7.5225124	-5.192715
k141_4465	7.308549	-27.124477
k141_8580	-10.538884	-49.902462
k141_28585	-5.0225005	-28.145828
k141_12459	41.720474	11.054422
k141_323	-18.285961	0.89842933
k141_4468	28.49561	34.501015
k141_12461	-3.5673883	-49.963154
k141_28591	-13.719453	-54.059776
k141_24521	5.3836827	3.9615564
k141_4469	27.999369	46.36528
k141_8585	-4.7037387	-2.0466683
k141_4470	-25.854528	17.201725
k141_12465	-14.43775	-24.848913
k141_28593	14.208125	-24.125677
k141_324	45.06704	34.839493
k141_8587	16.820715	27.048458
k141_16268	54.16177	7.627417
k141_4473	-4.5780687	-15.042224
k141_28597	-5.1392426	48.73193
k141_20250	42.76543	13.593001
k141_331	-0.665908	-30.791328
k141_24529	-13.560661	11.526169
k141_4474	19.834644	6.766523
k141_24531	17.12836	28.721758
k141_334	36.924473	48.84311
k141_20252	27.683083	6.1038885
k141_8589	20.766222	-19.257257
k141_20254	-2.3609798	-0.98074603
k141_24535	-1.3609303	68.34002
k141_8590	-29.093805	-58.535477
k141_20256	20.736639	34.97704
k141_24539	-17.841854	-50.939323
k141_8594	-5.7068706	3.949163
k141_24540	-15.322136	-32.480267
k141_20258	16.815544	-38.487827
k141_16273	-32.81	18.2763
k141_338	-18.415161	10.695995
k141_24542	21.168186	19.416916
k141_16274	-1.5318247	-38.79462
k141_8597	16.431282	-53.96661
k141_20261	-3.69176	70.561516
k141_24545	-1.9575688	71.707436
k141_8598	-26.948236	-65.0794
k141_16275	33.76451	-54.10199
k141_340	29.713758	20.128006
k141_20263	3.5351386	-6.121098
k141_342	-27.48175	-62.948452
k141_16277	31.315609	-0.55369925
k141_16278	11.100166	-40.98124
k141_16279	-7.3271484	-31.7098
k141_345	32.532955	-51.02922
k141_12478	-16.132275	3.506449
k141_24556	-14.248085	59.64276
k141_8599	-19.291935	66.1432
k141_16280	-11.304809	51.13617
k141_350	-23.265076	7.120533
k141_20266	32.920334	16.205076
k141_12479	-5.4508476	-32.562416
k141_8601	-7.296854	-53.706757
k141_24559	7.3475776	-35.707798
k141_8604	-31.108131	21.527796
k141_24560	2.663739	44.562817
k141_8605	-27.364044	14.152813
k141_28598	-17.546926	58.36617
k141_20267	-32.371876	25.612066
k141_357	12.236939	-51.697178
k141_24561	11.692337	4.3672004
k141_8606	17.385809	-0.8298389
k141_24562	25.693941	23.496195
k141_20268	-7.343877	64.39187
k141_16282	41.76761	21.830868
k141_28601	-42.526573	-39.26625
k141_24564	7.816417	-4.8473716
k141_366	-12.702703	-32.84184
k141_28602	9.491606	-22.962133
k141_24565	-7.304958	-8.725965
k141_8607	43.049816	17.970936
k141_28603	-6.7099695	-7.577476
k141_12484	-8.8837805	-30.906708
k141_367	18.932165	-17.55977
k141_20269	-48.831146	-33.301147
k141_24568	27.408558	42.65893
k141_28606	-1.5385754	3.0390582
k141_8609	2.5463076	-31.601349
k141_28607	29.801819	-45.032753
k141_20271	-8.17163	-16.646868
k141_8614	35.398235	-49.575756
k141_16290	45.81668	35.27787
k141_20272	-44.444046	-31.619421
k141_12486	-48.189224	16.614754
k141_370	39.3132	20.38697
k141_4475	50.713913	4.925854
k141_371	-21.767916	27.50386
k141_8619	-47.749077	-44.20508
k141_4479	2.7634811	50.491997
k141_375	-7.5434384	13.006142
k141_8620	-23.25297	-68.17888
k141_4480	11.515957	3.7050254
k141_28610	50.827488	4.040656
k141_20281	5.359343	-42.585552
k141_24570	-11.82528	51.440666
k141_4482	41.185272	25.882757
k141_16303	49.66777	12.534788
k141_28615	9.545866	-52.610077
k141_20284	-34.843536	4.135294
k141_8623	0.115437165	28.242958
k141_380	4.02782	-16.535465
k141_16304	46.404583	11.266506
k141_28616	28.313513	-43.863712
k141_24571	-50.14983	-36.918243
k141_20285	-0.3333859	-32.824757
k141_12488	-50.18075	-35.179234
k141_24572	24.019238	27.057013
k141_4486	12.597119	34.69627
k141_8624	9.869035	-22.648304
k141_12489	-49.199852	22.256683
k141_384	-46.562664	-35.999054
k141_16305	49.463623	9.047617
k141_24576	-8.884862	-13.032733
k141_4489	-51.82152	-29.13475
k141_28620	-49.559135	-40.05667
k141_8627	-33.04187	17.852133
k141_24579	-1.3091677	-12.639889
k141_28621	16.686779	-43.90362
k141_12491	17.301775	-28.923273
k141_4492	6.188272	-22.599005
k141_8629	25.972227	-8.769194
k141_4493	-8.066627	-5.5674314
k141_28624	31.030924	3.4809184
k141_24580	-35.393925	16.994772
k141_20288	45.803757	22.160515
k141_16306	48.799942	42.727642
k141_8633	10.035143	-2.8899937
k141_12495	-10.949691	-11.7108345
k141_28625	-24.371346	12.2940035
k141_24582	-35.68364	9.829541
k141_8636	-2.4869595	14.076708
k141_12498	-10.930318	-57.605835
k141_20293	21.844376	23.863482
k141_8637	17.695852	-6.8704257
k141_28629	35.470474	3.6167698
k141_8638	49.75739	16.257166
k141_20294	-8.059896	-25.759855
k141_8639	6.27373	-37.911846
k141_28634	28.041504	48.306606
k141_4500	-50.216267	-33.1508
k141_24596	9.048198	-17.891823
k141_16307	55.377472	5.534668
k141_12503	29.812304	-52.802044
k141_8645	32.23375	46.55207
k141_4504	1.7678249	13.628596
k141_20300	-29.301168	-60.04835
k141_28638	28.891481	-2.8430853
k141_385	42.30915	19.905579
k141_24597	31.707848	-53.65561
k141_12507	-6.7591305	-39.5624
k141_28639	-33.520138	2.3470197
k141_8646	20.317646	1.3486216
k141_4509	32.172764	27.165382
k141_12510	2.976453	5.560838
k141_28642	-9.275879	31.832296
k141_8648	17.786411	-46.308624
k141_20305	27.148495	-8.183852
k141_28645	1.4656577	-39.88774
k141_24601	-49.38259	-33.172684
k141_12512	-19.258894	-51.25528
k141_8649	42.093548	40.390327
k141_28646	54.826588	11.224707
k141_4517	-45.539093	10.971787
k141_28648	13.004776	20.76668
k141_392	-11.995396	2.4511135
k141_24605	0.4222103	-19.807442
k141_4519	31.315805	1.4194248
k141_24607	-31.869095	-58.404877
k141_8655	-6.7161036	-36.751423
k141_16308	-53.101147	-40.41354
k141_8656	-39.07059	7.9016223
k141_4522	18.48664	19.485857
k141_24609	16.813665	23.337215
k141_28654	3.4557738	-18.105492
k141_8658	-32.451855	32.711506
k141_24611	-38.61225	-34.159283
k141_20306	53.77991	3.82291
k141_4523	-8.314041	-21.9989
k141_28655	26.94559	-38.04541
k141_16313	12.980073	17.171858
k141_12522	27.288763	-37.44822
k141_28656	-26.651215	-60.380188
k141_24612	-17.71486	12.700694
k141_12523	23.402784	-48.39083
k141_28660	24.687153	15.667686
k141_20311	33.131924	-47.293213
k141_4527	12.182632	-20.179781
k141_28661	3.7660897	-40.3355
k141_399	23.340937	-48.18441
k141_20312	-12.049854	-65.054245
k141_4531	-37.45713	6.929939
k141_8659	-13.756135	71.041
k141_12524	6.159834	-37.011818
k141_24624	-11.313502	-27.145473
k141_8661	-3.232015	71.289276
k141_24625	-1.4583706	-30.197107
k141_28662	31.266535	-51.06725
k141_12525	-35.8965	7.4815326
k141_4537	-40.35688	-39.550243
k141_20317	-34.38641	17.24903
k141_8662	21.863651	-2.632499
k141_12530	-1.2818596	-18.242922
k141_20320	-23.522764	1.1690893
k141_28669	12.900978	-20.710852
k141_12532	-5.640508	-29.953318
k141_400	-50.95342	21.91833
k141_28670	16.869535	10.644339
k141_8666	5.6121235	-41.78987
k141_401	1.6150057	2.3928552
k141_28671	-0.47528908	65.322296
k141_24626	39.37841	13.068895
k141_12533	31.805735	33.179077
k141_403	22.347414	17.312958
k141_28674	3.8655198	28.78863
k141_20321	-9.146283	20.690958
k141_404	13.598022	-14.186524
k141_8667	24.395819	-6.1351957
k141_12537	-27.830647	-1.40826
k141_24633	3.8556006	-25.669197
k141_28677	-39.54599	16.400328
k141_12538	-43.450546	19.177282
k141_20324	-44.250713	-36.452923
k141_12539	11.549244	13.38045
k141_28678	8.830797	-34.182083
k141_20326	-43.737194	18.765192
k141_12542	12.838274	12.155239
k141_28680	33.817688	49.06268
k141_24636	42.479866	19.928368
k141_28682	7.6649117	-41.863335
k141_12544	-1.3167944	-8.526708
k141_20328	-31.675085	19.905561
k141_24637	-1.9537938	-13.097789
k141_4540	49.991493	4.7692637
k141_28684	23.754333	9.3718195
k141_409	40.50004	13.739351
k141_12546	15.409486	-7.955292
k141_24640	-29.549356	26.47192
k141_16316	52.15713	5.24327
k141_12547	16.787489	40.275154
k141_20331	-14.312247	53.455723
k141_4541	-41.144825	-43.418537
k141_12549	-4.5917616	-45.206673
k141_24642	-14.111563	13.567482
k141_4542	40.978264	34.028316
k141_24643	7.4840264	21.958141
k141_28687	-47.77579	28.055218
k141_24644	35.9986	-43.059055
k141_12550	23.595098	6.1587505
k141_20340	22.13804	-49.127335
k141_28688	13.148141	-0.3193141
k141_24646	10.713129	-14.341569
k141_8673	20.691614	-10.873099
k141_28690	-25.937658	-60.33443
k141_20341	-10.905549	21.080399
k141_4547	-7.902822	22.671236
k141_28691	-45.383636	-31.474848
k141_410	54.34459	5.693477
k141_28692	9.432025	-40.677666
k141_28693	-6.0132384	19.860985
k141_413	13.860616	-12.175008
k141_20347	-16.370415	-9.543904
k141_8676	-5.7531757	32.435284
k141_12552	-50.551163	-41.259636
k141_416	29.64907	26.394014
k141_28695	38.985714	34.060307
k141_28696	-2.3737023	-1.4892613
k141_417	-15.942943	-32.136528
k141_20350	-7.0261273	-50.81861
k141_4556	48.867374	4.2237654
k141_419	5.6743274	-14.012
k141_4558	8.746228	-7.480596
k141_8679	8.192499	-18.807814
k141_12556	-15.327707	58.53017
k141_24647	37.37762	13.106041
k141_4564	-8.089452	-33.401627
k141_424	-12.093399	52.065804
k141_4565	35.324646	21.606829
k141_24652	-23.458584	-61.981567
k141_28697	-19.95026	63.142544
k141_429	-10.598839	-53.37157
k141_24653	-0.7424944	-32.02695
k141_12564	27.993977	-43.947563
k141_8681	-50.117737	-27.90927
k141_24654	-2.3983588	69.99072
k141_4570	33.63133	41.51696
k141_12565	29.701946	48.94076
k141_16319	-10.779777	-71.07535
k141_431	-26.08547	9.49943
k141_24656	18.314268	1.4578356
k141_12566	-0.98054487	-19.412437
k141_434	1.9418578	-25.647781
k141_4575	-21.41137	17.985157
k141_24659	-17.048481	-5.001778
k141_8684	4.68175	-37.405483
k141_4576	4.875244	24.542301
k141_16326	-3.598756	-44.45238
k141_435	-34.833557	2.45384
k141_24660	-30.232573	14.742165
k141_28702	-49.46429	-40.55654
