	UMAP1	UMAP2
k141_8394	8.0682335	15.011695
k141_8395	3.077203	4.6334686
k141_24349	4.5594664	5.5694957
k141_28404	5.4606295	14.938783
k141_260	-0.99071723	4.5693526
k141_4279	7.6655354	1.4939871
k141_8399	3.5680013	4.0303717
k141_28406	-1.5898279	4.2401624
k141_24352	7.010147	1.9814494
k141_28407	1.9776263	4.021603
k141_12333	5.99708	-6.9870176
k141_261	1.1364427	5.259646
k141_28408	2.8231332	4.9964514
k141_12334	7.916102	1.0327865
k141_24356	7.109929	5.122431
k141_28409	3.8399448	3.2597249
k141_12335	-0.7003705	4.278668
k141_4285	5.8165593	-6.4370937
k141_28410	5.7289457	15.929815
k141_8400	9.397884	5.3734922
k141_262	8.787052	5.4050875
k141_12336	2.6203027	5.251277
k141_28413	6.188647	14.325525
k141_8402	6.242305	6.496327
k141_264	5.238607	14.956884
k141_28415	4.4128375	16.957024
k141_12338	5.8335476	5.1158886
k141_8405	5.0371833	5.7728515
k141_28419	5.9968586	-5.295155
k141_12341	-1.210821	4.112006
k141_4299	2.9574442	3.5983562
k141_8408	1.7668918	4.5252023
k141_12342	4.313495	4.7464533
k141_28423	0.9603374	4.8365717
k141_8409	6.35339	5.7241383
k141_4302	4.908144	16.50889
k141_24358	5.7005935	-6.2673626
k141_28425	3.5399704	3.671096
k141_24360	2.9630988	4.0714717
k141_4307	6.993834	2.284289
k141_12345	9.066859	7.7078767
k141_24361	6.873139	6.2736335
k141_12347	4.628936	4.800099
k141_24362	2.2303545	3.970584
k141_28434	-1.9457245	4.058933
k141_24364	1.7356521	4.3637915
k141_24367	7.77346	2.2446513
k141_4320	8.173726	1.8206667
k141_16199	1.2931501	5.374416
k141_28448	4.4752316	4.4746346
k141_8411	7.915842	5.9196577
k141_16200	4.817992	4.0383134
k141_28449	5.3206773	16.75381
k141_4322	7.0258927	14.700322
k141_12355	8.6429205	6.6577473
k141_8416	3.4416656	4.7275968
k141_16203	6.789022	5.167726
k141_8420	8.124586	0.89549047
k141_4323	8.0937	15.015795
k141_12357	7.1897726	5.3801303
k141_16205	-0.8616619	4.519946
k141_8421	-1.8623871	4.1678214
k141_12358	5.952795	-5.478026
k141_16208	-1.9690592	3.8476193
k141_8422	3.3637738	5.048062
k141_12359	3.054319	5.3190384
k141_8423	5.9024854	-5.533484
k141_4331	-1.6702082	3.9252238
k141_8424	2.9833066	4.064691
k141_12365	7.8444	7.83859
k141_8425	2.5029726	4.5531197
k141_16209	5.3168488	17.070099
k141_16210	8.006806	7.5627465
k141_4335	6.2966585	-6.7190504
k141_16212	7.391252	5.6674414
k141_8426	7.52592	5.7583632
k141_12369	8.900091	1.43873
k141_28454	11.275138	6.151948
k141_16215	8.318024	8.300293
k141_28456	5.7252893	5.903386
k141_8427	4.9921803	17.438166
k141_28458	5.1397448	16.718407
k141_24373	9.021705	5.157469
k141_28463	3.4471984	4.480284
k141_8428	2.8898656	5.199545
k141_8432	4.638887	4.75396
k141_24374	4.6482134	17.436403
k141_16217	8.455004	6.4776144
k141_24378	6.7943015	-4.3557024
k141_8435	7.2556195	7.8322134
k141_28467	3.5677233	5.2826176
k141_8438	2.323864	3.6730647
k141_28471	2.779202	4.6724057
k141_24381	8.568551	5.625992
k141_8439	-1.884683	3.7446485
k141_16221	4.592112	4.1711283
k141_24382	4.3619313	4.3437357
k141_8445	6.196899	6.0404563
k141_24383	7.1961164	7.3414063
k141_28474	5.114484	3.090292
k141_24387	4.6668696	5.448711
k141_16230	6.023652	5.1292787
k141_8450	4.813473	17.115692
k141_24390	4.9528384	2.8921134
k141_8451	6.586319	4.0184226
k141_4336	8.075047	5.8678393
k141_8452	5.6800385	5.538952
k141_24391	5.014057	16.87995
k141_4339	11.294606	2.8170974
k141_8453	0.35950026	5.196274
k141_28475	5.8154325	-5.4714437
k141_24393	7.009919	6.296816
k141_8454	2.49059	4.72039
k141_24394	7.7000537	7.77129
k141_4341	3.8431885	3.4617543
k141_4342	3.1985717	3.9615107
k141_4343	6.392519	14.95253
k141_28477	4.993839	17.269993
k141_24395	5.010929	3.2945187
k141_8457	7.8752837	1.9655327
k141_4347	-0.46875402	4.801838
k141_24396	7.89472	0.79122317
k141_4348	5.529972	3.4000185
k141_8458	5.948904	-6.1481175
k141_24398	7.690378	7.193982
k141_8460	7.5117803	6.82268
k141_24399	6.5566382	5.316336
k141_8462	6.8832164	3.8913593
k141_4356	7.242425	-6.1669936
k141_4359	6.841268	6.645174
k141_8465	9.0450945	7.6906524
k141_8466	5.0556936	5.474955
k141_4361	6.718113	3.298804
k141_28478	9.337094	5.3359575
k141_8477	6.118004	6.1829104
k141_28479	0.6428113	5.134505
k141_28480	5.5367055	14.917318
k141_24409	7.540337	5.5120935
k141_12370	8.225916	15.105645
k141_8483	6.929004	-4.1878653
k141_24410	5.292185	4.177747
k141_4362	5.6932883	-6.124569
k141_28482	8.04168	1.4537721
k141_4365	6.695727	6.317248
k141_28484	6.499685	1.9042982
k141_4366	4.337347	4.6282334
k141_4367	5.8434386	5.749586
k141_24418	1.2588817	4.6977735
k141_24419	6.891478	5.5718923
k141_4369	4.9530706	3.6497447
k141_4370	7.48352	7.489353
k141_8486	9.318374	5.3559957
k141_12374	5.882207	-6.809737
k141_12376	6.243942	5.5158925
k141_4376	6.3119097	5.4704037
k141_12378	7.948928	7.951017
k141_28492	7.878133	6.6405654
k141_24423	5.2569914	17.16215
k141_4378	4.7009835	17.21052
k141_12379	6.3734975	5.2391825
k141_28495	6.195766	3.7024724
k141_12380	5.565598	4.1651697
k141_28496	6.9679074	6.8690476
k141_24429	5.201441	3.2014437
k141_28498	7.017323	1.4323778
k141_8487	5.2161613	17.257635
k141_4383	5.8214383	-5.8930087
k141_24433	6.128814	15.205904
k141_8489	7.6518993	7.6369686
k141_12384	7.5555644	6.271131
k141_28500	6.1375046	4.7825785
k141_28501	2.9978426	3.734891
k141_8491	5.68909	4.8715453
k141_4386	-2.0874841	3.8842661
k141_24437	-2.0648997	3.9417028
k141_12385	6.81746	2.382768
k141_4388	2.1805515	4.474032
k141_28503	6.7246313	3.838847
k141_8495	5.740021	6.1112547
k141_12386	7.266645	6.8303967
k141_4389	7.625665	0.9087293
k141_12387	6.3017445	14.46271
k141_8497	1.1587461	4.387611
k141_28504	6.7075825	1.6025848
k141_8498	7.581427	7.950547
k141_4392	-1.4227637	4.223119
k141_8500	4.158766	3.2743993
k141_12391	5.463624	16.455656
k141_8501	4.4665956	16.718264
k141_8503	5.8829765	-5.410476
k141_24440	8.843466	7.2890706
k141_12393	6.376987	4.799247
k141_8505	7.5475025	7.7021427
k141_4393	8.026657	5.8464174
k141_12396	4.9418626	16.027977
k141_28511	9.376487	8.149885
k141_4397	5.846851	2.9820206
k141_12400	7.352009	-5.7869167
k141_28514	-1.3096812	4.1601276
k141_269	8.321343	15.152019
k141_12404	6.268964	6.68667
k141_8509	6.000627	-7.0598187
k141_28516	5.6295505	5.1006746
k141_4404	4.6217494	3.572542
k141_8512	8.962902	8.254658
k141_271	4.864375	17.208408
k141_28517	5.356853	17.02831
k141_12405	5.382031	4.7746415
k141_4405	5.6966434	2.9877949
k141_28518	7.560132	2.3063383
k141_12407	2.5211217	3.6136947
k141_273	5.2669826	2.7755663
k141_24446	8.095573	5.707629
k141_8517	2.7424376	5.1964364
k141_12408	8.786711	8.227167
k141_24447	-0.8265694	4.4682775
k141_28521	7.5221105	2.008341
k141_4407	7.65957	2.4601655
k141_28522	0.5998022	5.4040523
k141_8519	8.192128	1.3108677
k141_4409	6.5898533	2.4053202
k141_276	8.334642	1.0786844
k141_28525	7.7421474	7.7897763
k141_24451	4.6859217	16.77251
k141_277	3.7476127	4.856602
k141_12411	8.843465	1.4130865
k141_8522	5.987558	14.486027
k141_4411	6.914641	2.5977747
k141_24454	7.9148583	7.869754
k141_280	7.5570784	7.7545943
k141_8526	6.5714517	5.6711383
k141_28530	6.4750934	-6.0974755
k141_12415	6.4571548	14.764864
k141_24460	3.6479359	4.8225164
k141_8528	5.212661	17.209608
k141_28537	6.013898	-5.2151995
k141_12419	7.9848213	6.6257544
k141_24461	7.50131	5.8763757
k141_290	7.3360934	6.6670523
k141_8529	3.3463027	3.4529164
k141_12420	11.315106	2.8216949
k141_12421	-1.6174409	3.875787
k141_291	6.655465	6.253301
k141_28545	6.389734	3.2697906
k141_28548	5.9502316	-5.0182934
k141_12424	5.3201847	14.930353
k141_293	1.343507	5.4613266
k141_4412	8.99483	5.2765408
k141_12425	-1.0801098	4.2408614
k141_8530	9.441145	8.20272
k141_24466	8.3532505	1.9076942
k141_12426	5.2317843	15.113675
k141_8531	4.4321213	5.0834584
k141_24469	6.18193	14.416667
k141_8533	4.8657985	3.6070187
k141_4416	2.177915	4.2109346
k141_12429	6.9534483	6.1402364
k141_8534	7.325901	2.157414
k141_24470	6.37732	4.0089517
k141_28554	8.757673	6.510192
k141_24472	6.2819953	-5.6470275
k141_4422	6.924329	2.6398566
k141_24474	1.3365275	5.1159234
k141_304	7.967445	5.441844
k141_24476	2.646743	3.7495675
k141_8535	8.059067	6.398039
k141_12434	5.366008	5.1683354
k141_24478	6.714738	5.017605
k141_28560	5.9764895	2.711398
k141_12435	2.7170908	4.310431
k141_4424	5.103609	17.041578
k141_309	3.9548283	3.4090636
k141_24479	8.256124	1.2294554
k141_310	0.18172696	6.26666
k141_8545	5.3927426	5.286726
k141_4429	6.275011	14.89203
k141_24481	7.7176056	7.160028
k141_4430	5.4505477	4.4828453
k141_8546	4.8089743	17.10561
k141_12444	7.867567	0.98699105
k141_16234	8.062156	15.017903
k141_24484	7.8269124	8.155918
k141_24485	5.4898634	5.520186
k141_12447	5.418743	4.21927
k141_8547	2.8623278	4.1081486
k141_24487	-0.9238085	4.037574
k141_8549	6.0223346	14.850646
k141_12448	8.16631	0.95502186
k141_4440	1.2596453	5.0951295
k141_16243	7.1389556	-6.2270722
k141_24488	8.080226	1.8476732
k141_8554	6.1630974	14.495466
k141_4444	6.362642	14.344705
k141_313	8.3955	6.317981
k141_16245	-1.4012889	4.05362
k141_24491	1.1703254	4.5944304
k141_316	7.668199	1.24812
k141_24492	5.1557493	5.0649757
k141_8559	4.4156203	3.698743
k141_318	6.252696	6.2862663
k141_4451	3.30102	4.2662015
k141_4452	7.7694445	1.4223288
k141_4453	2.609196	4.740931
k141_24493	7.0457587	2.0730858
k141_28563	9.332662	5.3078933
k141_28564	6.1857486	6.365226
k141_8561	5.855846	-6.7186894
k141_12450	9.118535	5.3050523
k141_12452	4.9491796	3.7648513
k141_28565	6.1077623	3.021361
k141_24495	7.213666	2.3735392
k141_8562	8.495804	6.9295197
k141_24499	4.9896955	3.0679176
k141_8563	-1.8296573	4.435115
k141_28567	9.064727	5.5682755
k141_12456	5.736042	3.7539265
k141_4458	4.8149247	17.224808
k141_8564	0.74534845	5.169717
k141_24500	7.9540024	1.4876434
k141_28568	6.585632	6.581068
k141_16246	8.980801	5.239377
k141_8565	7.260331	6.2792635
k141_12457	3.624022	5.022438
k141_8566	3.4884367	3.780629
k141_16248	6.657569	1.3360922
k141_16251	5.0161896	5.4058633
k141_8571	0.37902182	4.896901
k141_24504	9.288609	5.3686237
k141_8574	6.3041487	4.5807104
k141_16257	7.2519135	-6.0463953
k141_28577	3.2145538	5.462443
k141_4459	8.056765	5.8556433
k141_24505	5.3949018	16.666414
k141_8579	8.164622	5.4262934
k141_319	9.218309	5.2782397
k141_24506	2.9050667	4.243558
k141_16261	-2.1178343	4.2250695
k141_4462	6.1193366	6.3450933
k141_28584	8.906509	5.6044154
k141_321	4.0553837	5.1098933
k141_4465	2.2899375	4.846048
k141_8580	0.44327486	5.8432045
k141_28585	2.277192	4.312329
k141_12459	8.1075945	5.551684
k141_323	5.785107	2.7947965
k141_4468	7.5867662	7.0147033
k141_12461	0.9248671	5.515373
k141_28591	0.23189409	6.154033
k141_24521	5.1859894	4.5771365
k141_4469	7.5647535	8.190607
k141_8585	4.2681227	3.7687356
k141_4470	6.457465	2.573525
k141_12465	2.6098015	3.6761162
k141_28593	2.8124895	5.145274
k141_324	8.8341875	7.3848763
k141_8587	6.4720464	6.230999
k141_16268	9.043829	5.463669
k141_4473	2.1110811	4.685524
k141_28597	6.267733	9.276307
k141_20250	8.448173	6.0487323
k141_331	1.935274	4.530738
k141_24529	5.981744	3.2832942
k141_4474	6.305706	5.2589173
k141_24531	6.8605413	6.1925673
k141_334	8.222049	8.382098
k141_20252	5.914183	5.1156907
k141_8589	3.4042702	5.066455
k141_20254	4.222753	3.8953938
k141_24535	7.4414372	-5.9140234
k141_8590	6.2953835	14.852225
k141_20256	7.2201266	6.8249044
k141_24539	5.22068	14.987396
k141_8594	5.0352144	3.9916525
k141_24540	1.5031128	4.384591
k141_20258	-0.096648544	4.292396
k141_16273	7.4131866	2.4771478
k141_338	6.320336	2.7499342
k141_24542	5.8159657	6.413547
k141_16274	1.2882088	4.420218
k141_8597	-0.6932615	4.890829
k141_20261	7.4281306	-6.124535
k141_24545	7.486584	-5.9318614
k141_8598	6.3612466	14.270789
k141_16275	-1.8680578	4.320979
k141_340	6.789281	6.2048016
k141_20263	3.9553454	4.453658
k141_342	6.258939	14.29589
k141_16277	6.396195	4.991154
k141_16278	1.5001612	4.528631
k141_16279	2.0281239	4.1580334
k141_345	-2.047234	4.293637
k141_12478	5.412374	2.7950606
k141_24556	5.768277	-6.071243
k141_8599	5.84627	-6.732472
k141_16280	5.8102465	-5.0988693
k141_350	5.836165	3.1706269
k141_20266	7.2605314	6.1913123
k141_12479	2.1175249	4.4883046
k141_8601	0.4862204	5.679676
k141_24559	1.9677011	5.3537397
k141_8604	7.705004	1.4734569
k141_24560	6.499168	4.2596664
k141_8605	6.862666	1.9106125
k141_28598	5.7438946	-5.875881
k141_20267	7.4549427	1.1778235
k141_357	-0.32062763	5.0221276
k141_24561	4.8023047	5.355171
k141_8606	4.9254303	4.760761
k141_24562	6.1980734	6.574987
k141_20268	6.9241476	-5.9035096
k141_16282	8.310047	6.467095
k141_28601	4.9059834	16.481077
k141_24564	4.433027	4.993275
k141_366	1.1373873	4.5807343
k141_28602	2.6355734	4.9422793
k141_24565	3.9282618	3.7199936
k141_8607	8.138434	6.260488
k141_28603	3.7795594	3.9067013
k141_12484	1.7879838	4.24496
k141_367	3.908156	5.5426564
k141_20269	4.6533055	17.18811
k141_24568	8.132597	7.62858
k141_28606	5.2031283	3.726494
k141_8609	2.284891	4.750724
k141_28607	-1.9111452	4.1854343
k141_20271	3.1103904	3.8285758
k141_8614	-2.0556607	3.9763596
k141_16290	8.981743	7.458609
k141_20272	4.623373	16.915354
k141_12486	8.387335	1.8465744
k141_370	7.9688053	5.975915
k141_4475	8.915855	5.159604
k141_371	7.054336	1.957509
k141_8619	5.3630323	16.503576
k141_4479	6.8343773	-4.4056973
k141_375	5.342077	3.6349642
k141_8620	6.139127	13.9650955
k141_4480	5.3226914	5.3396697
k141_28610	8.9591	5.1741285
k141_20281	0.8247635	4.9663672
k141_24570	5.7943044	-5.1090384
k141_4482	7.374624	6.1376133
k141_16303	8.486474	5.7606177
k141_28615	-0.19991902	4.9120655
k141_20284	7.4287434	1.7359935
k141_8623	7.1012416	4.480001
k141_380	2.960773	4.25732
k141_16304	7.8950176	5.6185884
k141_28616	-1.6164085	4.1995196
k141_24571	4.8088803	16.998148
k141_20285	1.9810492	4.566398
k141_12488	5.0383086	16.973082
k141_24572	6.6440134	6.4658675
k141_4486	7.1054854	6.124359
k141_8624	2.7444863	5.001261
k141_12489	8.641272	1.4858128
k141_384	5.044568	17.01364
k141_16305	8.382393	5.5219145
k141_24576	2.8774073	3.9891374
k141_4489	4.358675	17.328695
k141_28620	5.1957207	17.130058
k141_8627	7.479144	2.6862745
k141_24579	3.7350636	4.005682
k141_28621	-0.37888223	4.30203
k141_12491	2.404268	4.9660964
k141_4492	2.2741885	4.6193953
k141_8629	4.9065166	5.779167
k141_4493	4.4188633	3.5753791
k141_28624	6.3934216	4.949722
k141_24580	7.6350307	2.0282252
k141_20288	8.765556	6.860554
k141_16306	9.287273	8.116374
k141_8633	4.187242	4.2614975
k141_12495	3.860562	3.417337
k141_28625	6.714113	2.6452718
k141_24582	7.433711	1.4572892
k141_8636	5.7352915	3.902224
k141_12498	0.16747658	6.1856003
k141_20293	6.281494	6.1683373
k141_8637	4.2324524	4.745095
k141_28629	6.9243503	5.144272
k141_8638	7.77499	6.7473774
k141_20294	1.7701015	4.1965446
k141_8639	1.354878	5.1810136
k141_28634	7.419767	7.9107437
k141_4500	4.6779227	17.366405
k141_24596	3.6537464	4.851397
k141_16307	9.324173	5.3712873
k141_12503	-1.672655	4.5378222
k141_8645	7.975059	8.284581
k141_4504	5.76013	4.6516466
k141_20300	6.3760805	14.810319
k141_28638	5.830177	4.7336106
k141_385	8.367238	6.320199
k141_24597	-2.0458915	4.3775525
k141_12507	1.1241025	4.912343
k141_28639	7.053517	1.9793885
k141_8646	5.1384478	5.107369
k141_4509	7.2045655	7.0579243
k141_12510	5.034893	4.328952
k141_28642	7.138824	4.0822067
k141_8648	-1.1545906	4.127783
k141_20305	5.368668	5.9022985
k141_28645	1.3094503	4.96729
k141_24601	4.560503	17.29887
k141_12512	5.284651	14.951718
k141_8649	8.386738	7.8443913
k141_28646	8.465768	5.652838
k141_4517	7.835704	1.5290531
k141_28648	6.4418583	6.006662
k141_392	4.796784	3.2378561
k141_24605	2.7425957	4.2406473
k141_4519	6.792619	5.1315293
k141_24607	6.4033594	14.895025
k141_8655	1.5152229	4.502057
k141_16308	5.2879496	17.12207
k141_8656	7.612488	2.2206726
k141_4522	6.3222637	6.0513425
k141_24609	6.4258456	6.0089855
k141_28654	2.9507556	4.404582
k141_8658	7.393191	0.91856325
k141_24611	4.6083384	16.383318
k141_20306	9.291721	5.319268
k141_4523	2.664299	4.2209535
k141_28655	-0.9918061	4.1988406
k141_16313	5.8857846	5.9483747
k141_12522	-0.9635495	4.1040463
k141_28656	6.185315	14.579705
k141_24612	6.030435	3.0638595
k141_12523	-1.3036438	4.249081
k141_28660	5.6449533	5.9545774
k141_20311	-1.7041973	4.0988536
k141_4527	2.7834983	5.265312
k141_28661	1.0408058	5.328117
k141_399	-1.222755	4.2249885
k141_20312	5.351619	14.974359
k141_4531	7.631554	2.0695515
k141_8659	6.507175	-6.7467136
k141_12524	1.5010713	5.378065
k141_24624	2.3453844	4.3154573
k141_8661	7.497464	-6.086941
k141_24625	1.6349173	4.4491644
k141_28662	-1.9818966	4.2552423
k141_12525	7.1690073	2.1062064
k141_4537	5.104971	16.24902
k141_20317	7.46471	1.7907602
k141_8662	5.1371145	4.942926
k141_12530	2.6494899	3.9352858
k141_20320	6.11719	2.2019196
k141_28669	2.8592086	5.333794
k141_12532	2.0819433	4.505345
k141_400	8.884007	1.3853668
k141_28670	5.935839	5.449302
k141_8666	0.87924004	5.037361
k141_401	4.4925723	4.1968575
k141_28671	7.225631	-5.7046456
k141_24626	7.7750072	5.741178
k141_12533	7.5697055	7.143923
k141_403	5.5541134	6.056156
k141_28674	6.6109667	4.8698626
k141_20321	6.747207	3.5638864
k141_404	2.908433	4.9404163
k141_8667	4.2103825	5.412666
k141_12537	6.0627546	2.7633379
k141_24633	2.6574025	4.7742505
k141_28677	7.7067432	1.445688
k141_12538	8.379304	1.4088781
k141_20324	5.11285	17.05357
k141_12539	6.0550146	5.0656595
k141_28678	2.127104	5.350273
k141_20326	8.371515	1.555437
k141_12542	5.8152685	5.4024553
k141_28680	7.958649	8.443546
k141_24636	8.4181595	6.3948355
k141_28682	2.0174513	4.838863
k141_12544	4.8396344	4.1292033
k141_20328	7.51834	2.3286202
k141_24637	3.1994925	3.9077516
k141_4540	8.806705	5.187734
k141_28684	5.815384	5.733892
k141_409	8.063157	5.9185386
k141_12546	4.3544087	4.297737
k141_24640	7.176079	1.4664797
k141_16316	9.099695	5.2668743
k141_12547	7.742524	8.192251
k141_20331	5.7987437	-5.534249
k141_4541	5.4154944	16.384024
k141_12549	0.85074276	5.2761245
k141_24642	6.660212	3.3031843
k141_4542	8.430926	7.232889
k141_24643	6.9854	5.505174
k141_28687	8.517719	1.6575241
k141_24644	-1.6702585	4.045337
k141_12550	5.500213	5.2121687
k141_20340	-1.0398399	4.296597
k141_28688	4.9985604	4.5152636
k141_24646	2.8857956	4.534936
k141_8673	4.426875	5.2134933
k141_28690	6.1305275	14.701204
k141_20341	6.4496503	3.1824646
k141_4547	6.7095447	3.6976569
k141_28691	4.5409794	16.864906
k141_410	9.25772	5.2872834
k141_28692	1.4582127	4.779261
k141_28693	6.2975903	3.6967952
k141_413	3.6906264	4.137168
k141_20347	4.0590034	3.2141795
k141_8676	6.753607	4.122913
k141_12552	5.398846	17.073215
k141_416	6.7595396	6.5360847
k141_28695	8.280367	7.120745
k141_28696	4.786473	3.9541109
k141_417	1.9695227	3.9780712
k141_20350	0.4325964	5.806929
k141_4556	8.661216	5.203549
k141_419	3.4278061	4.5917673
k141_4558	3.9610655	4.939864
k141_8679	3.217877	4.73816
k141_12556	5.8186965	-6.189721
k141_24647	7.7168617	5.711576
k141_4564	2.3208025	4.2522883
k141_424	5.839765	-5.2247143
k141_4565	7.2116747	6.4301515
k141_24652	6.0043936	14.261575
k141_28697	5.747425	-6.603811
k141_429	0.25949293	6.059054
k141_24653	2.0216386	4.7393355
k141_12564	-1.3694708	4.1163163
k141_8681	4.264227	17.22484
k141_24654	7.424113	-5.97318
k141_4570	7.6836853	7.5715876
k141_12565	7.5523663	8.301103
k141_16319	8.0477	14.998595
k141_431	6.7264924	2.3695276
k141_24656	4.8013325	5.230506
k141_12566	2.5685458	4.4302306
k141_434	2.3357928	4.1406574
k141_4575	6.3758726	2.0413754
k141_24659	5.566805	2.7689695
k141_8684	1.5317913	5.271524
k141_4576	5.6837645	4.5190835
k141_16326	1.0491714	4.980978
k141_435	8.258401	1.5429779
k141_24660	7.1457253	2.0564392
k141_28702	5.3265533	17.0089
k141_24661	3.0773182	4.7976036
k141_8685	-2.0425417	4.113932
k141_28703	5.3667626	4.9972444
k141_4582	8.041666	1.0543703
k141_24662	6.6874323	1.3536222
k141_12575	4.3855953	4.555919
k141_4585	7.59502	7.8416877
k141_441	7.94593	2.0741827
k141_8689	5.1741347	16.34472
k141_24669	0.77676934	4.5292916
k141_4587	0.98337656	4.9323463
k141_28706	9.387411	8.215018
k141_8691	5.7440214	2.703785
k141_16332	6.250523	6.459317
k141_4589	7.7325473	1.8749813
k141_28710	5.9196615	-5.563685
k141_12577	5.041127	16.938028
k141_24681	6.115646	6.034853
k141_28711	8.093026	1.46182
k141_8693	5.73119	-5.6127987
k141_12579	6.884086	-5.325418
k141_4591	7.4794784	1.7013036
k141_24683	6.4268107	14.562642
k141_451	1.516041	5.137878
k141_12581	6.281111	2.2734966
k141_8694	6.307782	14.681381
k141_4594	2.0020638	5.2013693
k141_452	6.4114375	4.8421097
k141_28716	5.391107	16.212286
k141_453	6.278713	3.2193265
k141_24688	8.452632	1.5064332
k141_4595	8.694621	5.3411846
k141_28718	7.6588097	1.1947527
k141_12587	4.972187	4.809598
k141_455	4.9615345	4.894558
k141_8701	3.336054	4.114425
k141_28720	5.3995523	4.376198
k141_12588	7.282557	-5.8445354
k141_24697	-1.591565	3.895353
k141_4596	4.6288233	3.3093133
k141_458	-0.65374064	4.57771
k141_4598	-2.0594137	3.8228414
k141_460	2.274551	5.072053
k141_8705	7.176226	1.0653397
k141_28722	2.2248294	3.8257167
k141_24700	7.2462025	1.4125401
k141_463	7.6878586	1.577114
k141_28725	5.965522	14.423563
k141_4600	6.340729	3.6058993
k141_464	1.3410964	4.8530035
k141_28726	7.1544113	7.4152207
k141_24702	6.186591	4.7928443
