ID	length	GC	coverage
k141_2316	1472	50.95	12.5904
k141_2318	2365	56.19	4.53362
k141_2320	1597	54.41	7.74202
k141_2323	3306	30.94	4.10738
k141_2325	1890	63.33	8.71217
k141_2328	11779	61.17	7.19365
k141_2329	1561	48.05	4.97181
k141_2330	6144	51.66	9.48031
k141_2331	1986	18.93	3.90433
k141_2334	4418	57.90	5.34043
k141_2341	2943	58.31	5.4492
k141_2342	1975	51.75	4.44557
k141_2343	2001	25.74	3.85557
k141_2346	6808	51.04	11.566
k141_2347	1929	57.65	9.11249
k141_2352	1356	50.88	4.27802
k141_2357	1133	55.87	4.46602
k141_2360	1595	49.22	5.02382
k141_2366	1204	49.83	4.18854
k141_2369	1076	48.79	2.64219
k141_2371	4197	62.07	6.34691
k141_2372	1703	51.20	4.96653
k141_2375	4672	48.24	5.4848
k141_2377	1106	47.11	4.01537
k141_2390	1090	24.13	3.9633
k141_2392	2331	39.90	6.11025
k141_2400	1698	47.41	3.85866
k141_2401	1833	59.52	4.70977
k141_2402	1068	53.00	5.4279
k141_2404	23268	59.53	7.14875
k141_2411	1409	63.88	5.57133
k141_2412	1244	40.59	3.63826
k141_2414	4392	43.35	8.18056
k141_2417	1323	42.18	5.8322
k141_2423	1504	53.06	7.22141
k141_2425	1321	56.70	3.01287
k141_2426	1782	47.70	6.01796
k141_2429	1745	54.38	14.412
k141_2432	1737	62.64	5.74324
k141_2435	1024	55.37	3.62402
k141_2436	1051	44.43	6.52807
k141_2438	1079	50.51	4.02224
k141_2442	1268	43.06	4.3194
k141_2443	1362	52.64	4.27019
k141_2447	2300	62.22	5.00913
k141_2454	1879	42.68	6.2959
k141_2455	1115	57.85	5.19462
k141_2456	1628	53.19	5.39988
k141_2458	7051	57.95	7.88129
k141_2465	1987	49.87	3.4313
k141_2466	1246	42.62	3.33547
k141_2469	1334	63.72	4.95952
k141_2470	2779	62.25	5.06045
k141_2475	2529	36.65	4.60182
k141_2476	1086	51.29	4.94936
k141_2477	1074	44.13	4.43855
k141_2478	2587	46.46	5.66602
k141_2479	3611	53.92	5.24148
k141_2489	1272	52.75	3.04874
k141_2493	2967	59.25	16.5743
k141_2495	1721	60.55	2.83149
k141_2499	1418	46.47	2.95063
k141_2501	1274	48.35	3.60204
k141_2512	2847	62.21	5.17281
k141_2515	2247	43.44	5.43525
k141_2519	5870	57.63	5.55315
k141_2523	1274	50.31	4.43328
k141_2525	1056	59.56	3.67708
k141_2528	1343	56.37	4.75354
k141_2532	1081	25.44	3.32007
k141_2533	2870	54.01	6.11672
k141_2537	1299	27.87	4.46805
k141_2538	1131	41.11	3.67728
k141_2539	5335	37.77	5.88229
k141_2542	2937	48.89	6.3255
k141_2545	6812	60.04	16.091
k141_2548	3089	53.93	6.38071
k141_2549	1032	41.96	5.61822
k141_2554	1107	49.77	4.57724
k141_2561	2784	51.90	28.732
k141_2566	3465	58.15	7.39596
k141_2567	8114	54.94	5.91176
k141_2569	1674	29.27	3.74313
k141_2570	2475	47.03	4.7596
k141_2571	1247	52.69	3.81796
k141_2573	1534	70.01	3.38592
k141_2575	2763	46.44	3.94571
k141_2577	2890	45.12	6.08997
k141_2585	2580	53.10	6.65504
k141_2587	1471	49.29	4.24949
k141_2588	6387	50.04	35.5218
k141_2589	1099	32.03	3.26024
k141_2591	2127	28.07	3.7842
k141_2592	1421	53.41	4.29697
k141_2595	1038	41.91	5.45761
k141_2599	2349	39.68	5.61558
k141_2602	1986	43.25	4.31923
k141_2605	1259	58.06	4.26291
k141_2607	1647	39.89	4.3218
k141_2612	1225	41.71	8.83837
k141_2613	2710	57.79	5.60959
k141_2615	1199	43.95	3.10008
k141_2616	3140	39.62	6.65701
k141_2617	1810	40.83	5.73536
k141_2620	4379	50.22	6.0797
k141_2625	2899	59.47	7.14108
k141_2626	1749	57.40	4.57919
k141_2630	1498	40.32	4.08411
k141_2633	2533	49.90	4.59574
k141_2635	1127	48.80	4.15084
k141_2638	1311	51.56	4.61785
k141_2639	1268	40.77	4.34385
k141_2641	1347	54.86	4.95768
k141_2644	9365	55.78	8.35141
k141_2646	4113	48.70	8.4831
k141_2650	3014	44.39	7.83776
k141_2651	1469	40.37	3.64466
k141_2658	1186	55.56	3.64587
k141_2662	1589	59.91	7.2297
k141_2670	1641	56.19	3.80987
k141_2672	1783	57.66	4.24734
k141_2673	2406	54.49	7.11513
k141_2675	3105	46.05	10.4786
k141_2676	1915	59.53	8.15614
k141_2677	2219	46.10	4.62145
k141_2678	1907	43.42	2.74253
k141_2680	1484	62.20	4.4973
k141_2681	1441	48.79	5.52672
k141_2682	3178	36.53	7.28131
k141_2683	3739	52.55	5.69832
k141_2686	2117	58.34	7.52622
k141_2687	2133	43.69	4.19362
k141_2693	1245	51.57	3.35663
k141_2694	2808	40.74	5.83333
k141_2698	2215	63.93	6.10971
k141_2702	8070	56.18	6.56146
k141_2707	1099	45.22	3.66515
k141_2708	1030	63.20	4.86796
k141_2712	1000	42.30	4.315
k141_2715	13593	64.31	8.25866
k141_2717	10941	54.46	14.7799
k141_2723	7765	39.67	6.12428
k141_2724	2332	35.21	5.26029
k141_2725	1317	26.73	4.41762
k141_2726	1339	47.50	3.90067
k141_2728	1463	70.61	2.85373
k141_2729	1163	64.23	4.86672
k141_2735	3795	62.74	6.75441
k141_2738	1328	55.50	7.24548
k141_2750	1037	45.52	4.54388
k141_2751	6724	58.91	7.3141
k141_2752	2704	43.27	5.6716
k141_2755	2262	43.99	4.02431
k141_2759	2654	50.49	6.289
k141_2760	7613	63.79	7.94142
k141_2766	1693	62.37	5.51447
k141_2767	1630	46.75	6.10307
k141_2769	1695	55.63	4.31209
k141_2770	1691	57.84	6.41041
k141_2771	1855	61.13	8.54879
k141_2778	4123	51.22	4.79408
k141_2781	10495	52.12	7.49795
k141_2787	1053	62.58	4.67996
k141_2792	1270	54.96	3.87953
k141_2795	1013	63.57	4.24778
k141_2798	2564	44.50	5.48947
k141_2801	1168	53.85	3.92723
k141_2804	1686	30.84	5.11981
k141_2807	3884	52.55	7.54403
k141_2809	1605	56.32	7.76885
k141_2810	2511	60.73	5.70331
k141_2812	1064	57.24	4.31767
k141_2814	9615	61.71	7.99189
k141_2815	1639	57.66	5.14338
k141_2817	12714	59.36	9.06984
k141_2818	2076	64.69	5.59971
k141_2819	1888	51.69	5.84852
k141_2820	1302	46.16	5.78725
k141_2825	1627	59.99	4.3823
k141_2826	1012	54.25	2.78261
k141_2828	8392	40.03	5.75024
k141_2829	1153	57.07	17.4527
k141_2831	1305	55.56	3.659
k141_2832	2475	54.75	5.88848
k141_2834	3307	63.32	6.97702
k141_2839	5812	38.56	4.56917
k141_2840	7311	53.81	7.71167
k141_2841	2570	58.64	4.82335
k141_2845	1471	57.72	6.45683
k141_2846	1181	48.94	3.62405
k141_2847	1358	60.60	5.00736
k141_2850	2113	42.92	5.20256
k141_2853	1527	44.73	5.27636
k141_2856	1142	31.44	4.92557
k141_2858	4296	48.00	42.0985
k141_2859	1232	57.79	4.32224
k141_2864	1287	64.41	3.66589
k141_2865	1474	46.68	5.76255
k141_2868	1047	47.85	5.82808
k141_2874	6793	56.90	18.4318
k141_2884	1025	51.90	2.62244
k141_2888	1131	51.81	4.6092
k141_2889	1063	67.92	2.52117
k141_2890	1084	39.67	4.40683
k141_2892	1277	47.38	5.70948
k141_2894	1903	42.35	4.23489
k141_2898	1050	59.33	3.64857
k141_2900	3096	51.36	5.47739
k141_2902	1102	56.26	4.16878
k141_2903	1727	60.91	6.11407
k141_2904	1295	47.57	3.67876
k141_2907	1757	58.39	3.14229
k141_2909	1977	53.97	6.24937
k141_2911	1008	38.39	4.74008
k141_2912	1331	42.07	4.12021
k141_2915	2184	37.36	3.96154
k141_2916	2541	59.70	4.50689
k141_2918	1184	63.60	8.16047
k141_2920	2109	46.04	5.82361
k141_2922	2892	47.30	4.22303
k141_2923	2660	58.31	4.91429
k141_2925	1024	58.11	5.64355
k141_2926	3106	51.32	5.15293
k141_2927	4770	52.89	7.81069
k141_2928	1706	45.49	5.38628
k141_2932	2301	51.93	5.61234
k141_2933	9559	62.33	7.49723
k141_2938	2688	51.60	3.82812
k141_2939	1191	51.22	3.8539
k141_2947	2060	53.11	5.65825
k141_2952	2801	49.84	6.1728
k141_2953	2054	55.40	4.86611
k141_2955	1193	49.04	4.33194
k141_2964	3110	51.35	7.0119
k141_2966	5680	39.49	4.8287
k141_2968	1861	47.66	5.61096
k141_2969	15542	64.10	7.84268
k141_2970	3443	57.04	4.763
k141_2971	1744	32.22	5.46502
k141_2975	1155	45.89	4.14805
k141_2977	1069	47.80	5.10851
k141_2979	1224	59.56	4.36683
k141_2980	1538	36.48	3.39597
k141_2982	3139	59.76	6.22332
k141_2984	2540	60.43	7.16575
k141_2985	3685	61.71	7.55197
k141_2990	2225	43.06	5.35685
k141_2991	1916	19.89	3.82203
k141_2995	1011	37.98	5.85559
k141_2997	2548	49.45	4.15856
k141_2999	1304	54.14	4.0115
k141_3003	1159	38.22	6.14323
k141_3005	1064	45.96	3.3468
k141_3008	1142	49.12	3.52977
k141_3010	1223	56.50	3.52576
k141_3011	1265	64.98	4.4664
k141_3012	2068	63.59	5.9323
k141_3015	1840	38.53	3.4125
k141_3016	4224	60.01	7.04498
k141_3021	3194	67.50	7.63024
k141_3022	1836	62.58	6.37963
k141_3023	2843	60.82	3.80091
k141_3027	4175	67.07	6.53509
k141_3029	13474	60.75	16.3232
k141_3037	1168	44.69	5.24829
k141_3042	2266	62.40	4.77096
k141_3044	1037	56.80	5.25554
k141_3051	1157	55.40	4.25151
k141_3055	1362	54.77	3.94493
k141_3056	2019	52.60	5.77415
k141_3057	72010	55.48	23.1138
k141_3060	2051	64.65	5.85666
k141_3063	1925	43.12	4.05247
k141_3064	1101	45.78	3.19346
k141_3066	2125	50.78	3.29176
k141_3071	1164	45.45	7.53179
k141_3072	1755	31.05	3.89687
k141_3073	1707	44.00	4.99238
k141_3075	1719	34.32	5.11984
k141_3077	1894	54.33	5.12355
k141_3086	1714	50.70	3.9049
k141_3089	2918	50.72	4.10075
k141_3091	1739	55.66	5.37838
k141_3098	4397	57.52	9.07346
k141_3099	1898	45.47	6.05058
k141_3100	2587	51.22	6.2528
k141_3106	138441	33.24	13.24
k141_3110	1214	63.59	5.37068
k141_3111	1056	54.36	3.35511
k141_3112	1970	45.38	7.49898
k141_3117	1508	56.37	7.72745
k141_3118	1379	52.07	5.17766
k141_3120	3164	60.30	8.6811
k141_3127	1458	55.49	5.93073
k141_3130	1495	44.68	4.94783
k141_3131	1470	47.14	4.35238
k141_3132	2869	61.66	14.4162
k141_3138	1127	58.12	5.10293
k141_3141	1764	58.50	4.98186
k141_3147	2087	63.58	6.00096
k141_3150	18235	54.89	8.73946
k141_3160	2472	63.19	10.3297
k141_3164	2140	50.98	6.19486
k141_3167	1107	54.65	4.42638
k141_3168	1012	38.44	3.95553
k141_3171	9151	58.16	18.1707
k141_3172	1042	22.46	3.43762
k141_3181	1404	35.97	12.7336
k141_3183	4598	51.11	4.07808
k141_3185	1869	49.55	8.08935
k141_3191	1359	50.48	4.16115
k141_3194	1031	38.12	3.33366
k141_3196	2031	56.67	5.12457
k141_3197	2383	41.92	2.94755
k141_3198	1218	67.73	2.92118
k141_3206	2724	44.35	5.12885
k141_3207	2137	48.06	5.64904
k141_3208	1814	57.22	5.7387
k141_3209	1458	62.76	6.09191
k141_3210	1359	46.06	2.72921
k141_3211	1690	57.16	3.77278
k141_3213	1257	43.52	5.34288
k141_3215	1075	70.14	3.03535
k141_3216	5164	70.43	7.74516
k141_3217	1265	57.55	4.59447
k141_3218	3089	58.37	5.81806
k141_3219	5397	63.96	7.06782
k141_3221	1105	35.57	3.09231
k141_3223	4721	56.79	7.37047
k141_3226	4515	60.97	8.39048
k141_3233	2704	48.96	6.34985
k141_3242	1281	34.89	5.12802
k141_3243	1330	61.95	4.93459
k141_3245	1014	37.87	8.08481
k141_3246	3320	52.89	5.69699
k141_3247	1815	45.56	4.51185
k141_3248	1709	60.15	5.5471
k141_3249	1280	57.66	6.18516
k141_3250	1020	47.75	2.77745
k141_3251	1570	59.17	6.73248
k141_3257	7876	55.71	8.84218
k141_3259	12040	59.83	7.09925
k141_3262	1964	46.79	6.74695
k141_3263	1081	62.72	3.16744
k141_3265	3904	60.30	17.0548
k141_3280	1498	59.68	3.32844
k141_3281	1080	40.83	2.9037
k141_3290	5703	56.37	7.81694
k141_3294	5013	48.04	7.47257
k141_3298	1148	59.67	8.81969
k141_3299	1715	49.21	5.97551
k141_3308	1136	51.76	4.67782
k141_3315	1006	62.62	2.80915
k141_3316	3722	49.25	5.41188
k141_3317	2323	45.03	3.96556
k141_3318	3139	42.82	5.86493
k141_3329	1370	53.94	4.45255
k141_3330	3944	57.33	5.84432
k141_3331	1942	35.58	3.68641
k141_3332	1001	61.54	6.65934
k141_3340	2936	59.98	4.85456
k141_3341	1298	48.69	4.01695
k141_3344	1757	52.31	3.72396
k141_3348	5115	47.76	9.1564
k141_3350	1822	56.81	6.60812
k141_3352	10040	58.89	6.61305
k141_3353	3244	52.00	6.89149
k141_3359	1505	54.82	6.43654
k141_3363	1269	49.41	7.29157
k141_3366	1629	45.55	5.25292
k141_3367	1564	58.18	4.35102
k141_3368	1255	67.97	3.53147
k141_3371	2946	37.03	5.72743
k141_3372	4590	53.81	7.47974
k141_3380	2799	44.94	9.60736
k141_3387	3059	50.44	6.26447
k141_3388	1940	49.28	4.44072
k141_3391	1039	27.24	6.46776
k141_3394	4077	56.49	5.68727
k141_3399	1233	58.48	5.5588
k141_3406	1019	55.94	4.09323
k141_3415	1235	59.60	4.9587
k141_3417	6971	44.74	6.86932
k141_3421	1058	43.10	3.94045
k141_3422	1346	44.06	4.6367
k141_3424	1054	64.71	3.39279
k141_3428	5920	63.68	7.24747
k141_3429	1213	23.08	2.66777
k141_3431	5618	59.86	6.08473
k141_3435	1485	46.87	5.02963
k141_3440	1042	57.29	4.52975
k141_3444	1939	38.63	5.08097
k141_3450	1616	40.22	5.45297
k141_3454	2108	48.39	4.81452
k141_3457	3003	45.09	5.40659
k141_3460	1190	43.95	4.63277
k141_3463	1099	20.75	3.101
k141_3464	1786	59.69	4.58511
k141_3467	2333	49.21	7.98671
k141_3469	1369	44.56	4.55953
k141_3477	2447	36.74	5.4577
k141_3484	1257	57.60	3.21241
k141_3491	1106	47.20	5.12568
k141_3492	3206	54.99	4.78634
k141_3495	1046	24.57	3.14054
k141_3496	1009	42.12	3.39742
k141_3505	1589	54.81	6.63247
k141_3515	1689	46.00	3.92777
k141_3518	1124	41.81	5.16281
k141_3523	1497	61.32	6.04743
k141_3524	1199	62.39	3.85405
k141_3526	1877	45.18	3.49814
k141_3530	4635	63.45	7.48608
k141_3532	1282	48.75	3.84165
k141_3533	1140	59.39	9.68596
k141_3536	2359	56.97	5.56168
k141_3537	1899	47.76	30.9468
k141_3539	1273	44.62	3.52317
k141_3540	1591	64.05	4.20427
k141_3542	2574	45.18	5.28011
k141_3545	1280	55.08	9.8125
k141_3549	2049	30.60	3.43875
k141_3562	1365	60.73	8.04615
k141_3568	1266	60.74	6.82859
k141_3570	1896	53.01	8.1577
k141_3572	3778	45.37	5.19269
k141_3576	3112	58.35	4.24004
k141_3581	1378	47.46	3.55588
k141_3588	1358	57.14	4.61046
k141_3589	1346	62.93	7.04458
k141_3590	1229	56.39	3.52482
k141_3596	1101	68.48	3.18438
k141_3615	2636	43.47	3.60736
k141_3617	1014	46.45	3.07002
k141_3620	1858	50.75	4.17546
k141_3631	5896	38.86	6.68029
k141_3634	5636	38.15	8.01366
k141_3636	3005	42.80	5.37105
k141_3640	1277	59.44	4.44636
k141_3641	1030	63.98	2.45922
k141_3642	1041	40.15	5.30259
k141_3645	2095	59.38	4.89212
k141_3649	1294	42.81	4.93431
k141_3651	1775	49.69	5.69972
k141_3652	3272	60.36	5.77231
k141_3655	1309	42.09	5.46753
k141_3657	1117	52.55	4.66876
k141_3658	1303	60.17	4.35303
k141_3663	1337	52.58	4.08751
k141_3667	1226	66.80	5.27406
k141_3670	2116	59.26	4.41352
k141_3671	11318	50.28	8.53534
k141_3673	6433	58.73	5.26784
k141_3676	2007	49.53	5.41006
k141_3679	3928	35.95	6.04761
k141_3680	2276	65.25	7.46221
k141_3681	1826	62.38	7.17196
k141_3685	1388	61.02	6.60591
k141_3688	2637	57.49	4.05916
k141_3691	1894	62.41	6.99208
k141_3694	1402	55.28	4.5535
k141_3702	7842	59.61	7.08034
k141_3713	1891	33.84	6.24326
k141_3715	3582	53.43	4.3244
k141_3717	1343	58.15	4.77364
k141_3718	10009	42.77	8.01139
k141_3719	2986	45.51	4.54354
k141_3721	1505	59.53	3.36678
k141_3724	1737	52.33	5.63673
k141_3725	1083	53.55	9.90397
k141_3728	1353	54.10	4.74132
k141_3731	1537	60.70	4.07482
k141_3737	1491	51.84	4.67471
k141_3740	1865	56.89	5.74745
k141_3743	3128	46.96	4.94693
k141_3744	1730	58.50	4.02486
k141_3746	2248	53.69	4.21486
k141_3752	1820	52.69	4.18626
k141_3763	2073	53.93	5.89629
k141_3764	1177	50.04	3.7757
k141_3767	2152	45.45	6.22491
k141_3768	2019	58.30	7.1996
k141_3770	2094	60.12	5.2937
k141_3771	13353	37.57	5.83577
k141_3773	3067	48.48	5.4418
k141_3777	1329	58.69	3.4763
k141_3780	2534	51.38	15.0699
k141_3783	2311	37.34	4.68023
k141_3785	2366	47.04	4.67287
k141_3788	1034	56.77	4.90909
k141_3790	3080	59.32	6.34318
k141_3791	1124	53.83	3.32473
k141_3797	1004	59.36	5.26594
k141_3801	2167	64.33	6.67605
k141_3805	1187	40.69	4.14659
k141_3807	1041	59.46	3.72911
k141_3811	1445	50.66	5.05882
k141_3814	1582	59.17	6.53287
k141_3819	1409	53.37	4.63307
k141_3822	157360	49.87	40.6983
k141_3828	1076	51.86	3.43959
k141_3832	1948	60.01	5.4153
k141_3833	9385	57.49	8.8716
k141_3834	1018	32.12	3.49018
k141_3836	1514	49.67	4.53633
k141_3837	1246	55.30	5.27127
k141_3842	1575	65.21	3.81524
k141_3843	1095	53.79	5.58447
k141_3844	1027	54.92	5.08861
k141_3846	1421	47.71	3.36594
k141_3850	1013	61.30	5.72952
k141_3861	1316	46.81	3.97036
k141_3862	1486	47.64	3.91386
k141_3868	1054	69.07	3.6518
k141_3872	1254	39.00	5.30303
k141_3874	1149	56.57	4.62663
k141_3875	1271	54.13	5.01338
k141_3876	2329	55.52	5.6711
k141_3877	1243	57.44	2.62751
k141_3883	1001	50.45	4.5984
k141_3886	1397	50.54	3.31424
k141_3903	2824	43.98	4.94724
k141_3911	1922	57.70	5.87461
k141_3919	2780	56.83	6.72122
k141_3920	2916	53.70	6.44582
k141_3928	1237	63.78	5.06629
k141_3930	5963	51.45	9.18514
k141_3931	1900	44.32	6.96632
k141_3934	1259	59.57	10.2844
k141_3947	1039	51.01	2.72089
k141_3952	2028	45.32	6.64596
k141_3953	2572	36.16	5.11198
k141_3956	3968	40.83	4.7747
k141_3958	4338	36.84	14.0005
k141_3959	1396	48.64	3.09456
k141_3976	1663	62.48	9.24233
k141_3978	1185	52.32	6.50549
k141_3979	1305	47.66	16.7969
k141_3982	1686	67.67	7.62811
k141_3983	2235	40.89	6.81879
k141_3988	2401	57.23	6.22032
k141_3990	2110	63.18	4.24123
k141_3991	1528	46.14	23.8691
k141_3995	1605	59.38	6.65794
k141_3996	1781	56.88	6.28355
k141_4005	1453	56.16	7.70475
k141_4007	1078	44.71	3.59647
k141_4021	2533	59.38	6.52783
k141_4024	1009	58.77	4.72151
k141_4026	9066	55.13	34.782
k141_4028	5998	54.52	12.2574
k141_4035	1158	40.59	3.99914
k141_4037	16743	58.45	18.0173
k141_4038	1298	59.24	7.33667
k141_4039	1070	62.06	7.92617
k141_4041	3199	35.98	5.4367
k141_4042	1065	63.10	4.75681
k141_4045	4017	62.11	12.6204
k141_4046	3547	62.42	6.87933
k141_4050	3021	48.10	4.74611
k141_4051	1062	54.99	1.68927
k141_4053	5659	51.95	11.8162
k141_4055	1134	47.00	6.68254
k141_4056	1186	49.33	5.29005
k141_4068	2828	42.96	4.50283
k141_4069	2189	55.50	6.74235
k141_4070	1216	49.34	5.25987
k141_4074	1114	52.33	4.8088
k141_4075	5868	45.43	5.67007
k141_4077	1666	57.86	12.1675
k141_4080	1180	50.59	4.67034
k141_4081	1039	54.86	3.01347
k141_4082	1662	48.68	5.39049
k141_4085	1078	56.22	5.50649
k141_4086	2650	54.11	6.1917
k141_4091	1634	54.71	16.9272
k141_4096	1505	59.27	6.17807
k141_4097	10164	46.36	6.92011
k141_4099	3275	62.60	5.76061
k141_4110	1084	55.90	3.42435
k141_4112	3528	36.51	4.94615
k141_4114	1546	41.14	3.67658
k141_4116	2609	58.07	7.42622
k141_4119	6606	62.25	7.14048
k141_4121	1049	52.14	32.8332
k141_4122	1023	50.54	5.95308
k141_4123	16320	55.85	15.92
k141_4131	1390	45.18	5.0446
k141_4132	1069	45.37	10.2479
k141_4133	1685	41.78	6.5549
k141_4136	1205	51.78	2.96929
k141_4140	1656	48.79	4.82911
k141_4145	1334	50.75	4.93328
k141_4147	1703	46.68	4.47622
k141_4151	1717	48.34	5.89051
k141_4153	1387	62.80	4.94809
k141_4155	6237	55.27	6.62145
k141_4156	1325	60.23	7.48302
k141_4158	1184	35.39	5.15963
k141_4159	1612	48.01	4.21464
k141_4161	1097	51.78	3.93801
k141_4162	1355	59.41	6.77786
k141_4166	1748	37.76	6.97998
k141_4168	1116	57.71	6.54032
k141_4169	1303	58.33	5.59401
k141_4170	1373	22.58	4.02622
k141_4171	2574	67.09	8.89782
k141_4174	1136	50.88	4.83275
k141_4176	1654	48.97	7.20738
k141_4181	4456	57.63	15.4241
k141_4182	1969	64.65	3.94921
k141_4184	7723	59.16	8.34948
k141_4190	2196	47.04	2.85428
k141_4194	3070	42.51	8.02834
k141_4196	7886	59.33	12.5969
k141_4197	1590	49.31	4.22264
k141_4198	1232	49.11	5.33766
k141_4199	1471	48.67	4.73827
k141_4200	1293	53.98	4.5669
k141_4202	1058	58.60	3.8138
k141_4203	3562	59.49	6.94582
k141_4204	31593	49.17	40.5355
k141_4215	3553	60.57	6.7481
k141_4221	3313	61.21	6.53426
k141_4222	3538	37.48	5.17637
k141_4223	8224	39.97	7.29317
k141_4225	1359	55.41	6.02281
k141_4226	1752	50.68	5.36815
k141_4228	5177	56.64	5.83774
k141_4229	1094	44.97	4.62523
k141_4230	2071	54.32	5.3945
k141_4232	1985	52.85	6.68111
k141_4233	3460	71.13	5.84277
k141_4239	1218	33.25	4.64122
k141_4240	12383	58.43	16.7543
k141_4243	4643	36.68	4.94271
k141_4244	1447	39.05	5.46441
k141_4246	1515	42.90	4.70891
k141_4248	1283	49.96	3.36165
k141_4250	2188	58.14	5.37569
k141_4254	1880	53.83	5.70266
k141_4256	5630	51.28	11.1982
k141_4261	1299	56.04	4.02232
k141_4263	1816	56.44	5.07874
k141_4265	1325	54.42	3.92604
k141_4266	1610	35.34	5.46211
k141_4269	1834	60.25	7.06652
k141_4272	1106	41.14	22.6013
k141_4275	2151	55.93	4.98187
k141_4279	1969	59.88	8.01625
k141_4285	4760	62.50	6.80546
k141_4299	2047	48.66	6.17733
k141_4302	1204	35.47	4.21179
k141_4307	2394	54.26	4.35965
k141_4320	1668	62.47	4.97182
k141_4322	4861	29.60	5.75561
k141_4323	6190	33.36	13.768
k141_4331	1262	48.02	4.729
k141_4335	4560	65.07	7.11162
k141_4336	29982	53.38	43.3362
k141_4339	1633	51.75	62.921
k141_4341	2073	49.45	7.23927
k141_4342	1125	49.16	3.16356
k141_4343	1115	22.87	5.08341
k141_4347	1322	37.14	4.41377
k141_4348	1080	53.89	6.28519
k141_4356	1023	78.69	3.40762
k141_4359	2112	57.77	4.00663
k141_4361	6552	53.28	27.1445
k141_4362	7042	60.07	8.03096
k141_4365	1072	59.98	4.32276
k141_4366	1068	49.34	4.45506
k141_4367	1019	54.66	4.09912
k141_4369	2419	52.29	4.43448
k141_4370	1179	63.78	4.3045
k141_4376	1154	54.85	3.88648
k141_4378	2430	38.27	4.41235
k141_4383	4397	61.20	6.36457
k141_4386	2561	47.68	5.86333
k141_4388	1170	45.04	3.67521
k141_4389	2409	62.06	5.0714
k141_4392	1948	44.76	3.346
k141_4393	5813	54.34	6.07174
k141_4397	1318	53.03	4.28225
k141_4404	1521	51.68	8.62853
k141_4405	3368	52.82	5.53682
k141_4407	2630	56.65	5.71749
k141_4409	1632	55.88	6.58701
k141_4411	2680	54.40	5.71866
k141_4412	13253	55.58	16.0334
k141_4416	1463	48.12	4.48189
k141_4422	2922	54.41	5.15024
k141_4424	5410	39.57	5.25397
k141_4429	1047	25.98	2.81566
k141_4430	1144	53.15	5.96241
k141_4440	1452	43.32	3.5792
k141_4444	1113	23.72	3.19407
k141_4451	2799	48.16	5.35441
k141_4452	1604	59.16	3.99065
k141_4453	1211	46.00	3.56813
k141_4458	5870	41.24	6.11925
k141_4459	10979	53.41	7.17488
k141_4462	1370	54.89	3.05109
k141_4465	2630	46.01	4.57719
k141_4468	1810	58.95	10.458
k141_4469	1642	60.41	8.1285
k141_4470	1052	54.09	4.6673
k141_4473	2120	46.42	4.92406
k141_4474	1822	53.35	4.51372
k141_4475	38475	57.24	15.1009
k141_4479	1025	64.10	3.19024
k141_4480	1284	51.17	3.59969
k141_4482	1420	57.46	7.4669
k141_4486	2332	57.59	5.87178
k141_4489	3126	44.34	7.3087
k141_4492	1260	46.11	7.00159
k141_4493	1299	50.50	126.077
k141_4500	5754	41.92	6.21568
k141_4504	1183	53.51	4.15131
k141_4509	1599	59.04	3.63227
k141_4517	1213	63.48	7.24815
k141_4519	2608	55.18	4.72738
k141_4522	1258	54.21	3.66773
k141_4523	1859	47.18	5.30285
k141_4527	3602	45.11	27.6644
k141_4531	1383	64.06	3.76067
k141_4537	1576	35.15	6.02792
k141_4540	18381	55.73	14.6962
k141_4541	2434	33.61	6.06245
k141_4542	2614	60.14	5.16679
k141_4547	3687	55.41	8.9585
k141_4556	5654	55.64	13.5564
k141_4558	1069	47.90	5.14874
k141_4564	1061	46.37	4.3525
k141_4565	1970	54.82	7.57614
k141_4570	1176	63.27	5.45578
k141_4575	1518	52.90	4.99144
k141_4576	1060	52.36	3.94151
k141_4582	1337	63.20	6.80254
k141_4585	1061	63.90	4.49387
k141_4587	1715	43.44	8.40292
k141_4589	2333	59.15	5.17188
k141_4591	3187	55.32	7.06244
k141_4594	1179	41.82	3.29601
k141_4595	4356	56.91	13.4401
k141_4596	2324	50.26	13.6867
k141_4598	1641	49.48	6.26204
k141_4600	2934	52.83	5.42945
k141_4606	1046	48.66	3.52581
k141_4608	1000	28.80	3.548
k141_4609	1136	65.40	4.80634
k141_4611	1085	50.05	7.60922
k141_4613	1506	53.12	14.7025
k141_4614	1277	48.39	4.52858
k141_4617	1290	35.12	67.0992
k141_4627	1228	51.14	4.58306
k141_4631	1858	42.79	5.84984
k141_4643	3686	61.64	6.22599
k141_4646	1940	53.61	5.07629
k141_4648	1026	59.16	6.78558
k141_4651	5457	67.69	16.4416
k141_4653	2042	29.97	4.59452
k141_4662	1079	55.05	9.08804
k141_4666	1345	41.34	3.21041
k141_4667	12000	51.87	7.85342
k141_4668	3820	54.24	4.45419
k141_4672	2573	58.06	4.63972
k141_4675	2493	51.95	7.40554
k141_4676	1090	61.93	4.65229
k141_4679	1471	41.33	3.55812
k141_4681	1844	45.34	3.38503
k141_4682	2364	61.46	4.53849
k141_4683	2043	66.76	5.09153
