id	x	y	length	gc	coverage	orfs	ssus	mapped	taxon|d	phylum	class	order	family	genus	virulence	resistance	plasmid	virus
17625	-13.248287	1.177777	1073	37.47	63.635	2	0	100.00	Ruminococcus sp. CAG:9	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
17628	30.463054	2.408413	1073	44.45	13.002	2	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
17630	24.317106	4.502745	1073	41.66	5.831	0	0	100.00	Streptococcus australis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
17668	-5.238614	0.599973	1072	41.51	50.018	1	0	100.00	Eubacterium hallii CAG:12	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
17682	-4.850325	10.977562	1071	35.01	5.370	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
17697	18.070441	-27.742888	1070	63.36	13.358	1	0	97.98	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
17711	-4.567227	-11.793638	1070	41.21	13.822	1	0	89.81	Clostridiales	Firmicutes	Clostridia	Clostridiales						
17721	-17.674170	-20.875327	1069	48.36	5.510	1	0	100.00	Blautia sp. CAG:37	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
17739	24.606394	17.359298	1068	43.16	9.386	1	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
17744	-20.991995	-16.809280	1068	45.69	172.984	1	0	100.00	Blautia wexlerae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
17753	-13.873876	11.136355	1067	41.05	7.489	0	0	100.00	Lachnospiraceae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae					
17791	8.353853	0.592519	1066	40.15	5.582	1	0	0										
17802	2.973576	7.040262	1065	35.49	23.856	1	0	93.48	Eubacterium	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
17825	8.239973	22.483400	1064	30.64	6.218	1	0	4.26	Peptostreptococcaceae bacterium VA2									
17836	-10.279467	-4.451698	1063	40.92	10.688	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
17860	17.879123	-6.186619	1062	42.37	5.812	1	0	0										
17879	4.619637	25.759633	1062	25.14	5.529	2	0	0										
17880	-8.323197	-9.111200	1062	43.97	8.318	1	0	0										
17883	23.578369	-23.353750	1062	61.96	3.365	2	0	100.00	Eggerthella	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella				
17893	3.495688	-23.140595	1061	52.21	24.547	0	0	0										
17944	-16.273233	-22.484480	1059	47.21	6.073	2	0	100.00	Blautia sp. CAG:37	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
17965	10.649071	-21.442186	1058	59.17	3.951	1	0	100.00	Eggerthella	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella				
17991	-10.919993	-14.615608	1056	45.93	5.713	1	0	4.44	Ruminococcus sp. CAG:90									
18029	-9.448738	8.429731	1054	41.94	6.474	1	0	0										
18033	9.266572	22.053520	1054	29.51	5.102	1	0	100.00	Clostridium sp. JCC	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				
18038	-3.365477	-27.631929	1054	48.29	12.672	1	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				
18046	8.259721	-22.598868	1054	60.25	5.578	0	0	0										
18047	3.102760	2.948799	1054	40.61	37.755	0	0	99.32	Clostridiales	Firmicutes	Clostridia	Clostridiales						
18083	-10.601122	-7.669723	1052	42.02	4.142	3	0	100.00	Ruminococcus sp. JC304	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
18098	28.281551	-22.179146	1052	63.21	4.660	1	0	100.00	Eggerthella	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella				
18139	-8.124392	-11.301667	1049	43.57	18.389	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
18158	8.922139	22.126234	1048	30.73	5.699	0	0	4.35	Turicibacter sanguinis									
18205	-12.396110	-22.784529	1046	50.29	7.296	1	0	0										
18226	-9.041884	3.348170	1046	38.34	7.351	1	0	59.32	Dorea									
18251	-8.583067	-1.046048	1045	39.14	133.662	0	0	100.00	Ruminococcus sp. 5_1_39BFAA	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
18255	-11.618782	-14.281168	1045	45.55	7.400	1	0	69.81	Clostridiales									
18285	4.911518	23.131383	1043	28.95	7.373	1	0	0										
18302	19.546084	7.782649	1043	40.84	6.869	0	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
18310	8.536518	-8.398387	1042	40.50	11.036	0	0	100.00	Prevotella sp. CAG:891	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella				
18324	27.795782	1.749283	1042	42.71	6.127	1	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
18328	25.164318	-0.702333	1042	44.05	34.999	1	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
18331	1.009204	5.126030	1042	38.29	6.431	1	0	44.90	Eubacterium sp. CAG:146									
18334	4.615229	-17.192558	1041	50.24	7.093	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
18339	-16.361406	-16.096914	1041	45.44	6.524	2	0	0										
18350	-2.950712	-2.889152	1041	41.59	7.864	1	0	0										
18374	-2.766572	-32.262053	1039	49.18	11.796	1	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia				
18410	8.174305	24.029623	1037	29.60	3.634	1	0	100.00	Clostridium	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				
18432	-2.583810	-5.581617	1036	41.89	5.767	2	0	0										
18436	8.432501	-8.706419	1036	41.80	6.903	0	0	96.30	Prevotella sp. CAG:891	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella				
18450	-5.367817	-7.226827	1035	43.96	4.872	1	0	68.42	Clostridiales									
18455	9.361584	22.785641	1035	31.01	4.990	1	0	0										
18473	-9.166191	-6.239876	1034	42.26	7.800	1	0	0										
18475	7.822916	9.845128	1034	38.20	6.161	0	0	91.67	Solobacterium moorei	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Solobacterium				
18481	10.580603	24.898634	1033	30.01	7.920	2	0	34.85	Clostridiales									
18489	-10.689193	-2.701025	1033	40.46	6.483	1	0	0										
18501	-10.276611	-1.919479	1032	38.95	137.509	1	0	100.00	Ruminococcus	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
18504	-3.503851	-1.835771	1032	38.95	8.317	0	0	16.39	Ruminococcus sp. CAG:90									
18554	13.712856	-20.625245	1030	52.43	2.883	1	0	100.00	Eggerthella sp. CAG:298	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella				
18556	-2.211574	-2.965879	1030	41.65	75.024	1	0	99.44	Blautia wexlerae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
18561	-14.302350	-2.415920	1030	42.82	5.270	1	0	0										
18577	15.438360	-19.034340	1029	49.76	5.942	1	0	100.00	Bacteria									YP_009124151
18584	-8.075223	-9.691948	1028	44.07	7.025	1	0	100.00	Blautia obeum	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
18595	-12.703681	-3.097879	1028	43.29	170.624	1	0	100.00	Ruminococcus sp. CAG:9	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
18603	-14.822674	-9.793276	1028	42.32	10.687	1	0	1.16	Blautia obeum									
18605	9.104624	-0.428208	1028	42.80	8.587	1	0	0										
18607	-16.281741	-12.042906	1028	44.84	8.732	1	0	100.00	Dorea formicigenerans	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
18628	28.848287	-17.686111	1717	66.63	9.101	4	0	100.00	Atopobium sp. ICM58	Actinobacteria	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium				
18629	5.960680	22.788052	1027	27.46	5.722	1	0	0										
18649	9.934812	2.297200	2004	42.07	5.686	2	0	0										
18682	-18.639084	-22.110143	1024	45.12	6.905	1	0	100.00	Blautia sp. CAG:37	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
18696	32.572755	2.560028	1024	47.27	13.085	2	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
18706	-11.232879	-5.518385	1023	43.99	122.543	2	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
18732	-2.353147	5.543159	1022	37.18	27.250	3	0	97.20	Lachnospiraceae	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae					
18741	-8.353418	0.961276	1021	39.47	6.436	1	0	100.00	Dorea longicatena CAG:42	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea				
18744	-7.340267	-18.443648	1021	51.13	20.689	0	0	0										
18754	16.951926	-1.172732	1021	41.33	6.036	1	0	0										
18759	21.473171	-15.868368	1021	61.31	3.383	1	0	100.00	Bifidobacterium kashiwanohense	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium				
18776	26.610765	10.329654	1020	40.69	7.000	3	0	100.00	Streptococcus australis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
18785	3.474889	17.348260	1019	31.89	9.472	1	0	100.00	Peptoniphilaceae	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae					
18827	-12.033754	-15.646408	1018	46.86	8.798	1	0	35.29	Firmicutes									
18831	7.398869	3.536293	1017	38.45	10.164	2	0	0										
18861	21.290126	-18.966470	1016	58.56	33.672	0	0	29.07	Actinobacteria									
18889	0.889890	4.315849	1015	39.31	33.498	0	0	99.18	[Eubacterium] hallii	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
18891	20.653259	0.359031	1015	41.97	8.011	0	0	0										
18892	-14.413165	-23.698471	1015	52.22	6.281	1	0	94.12	Blautia sp. CAG:37	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia				
18909	22.884985	2.842808	1014	39.15	9.910	1	0	100.00	Streptococcus australis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus			135990	
18914	16.099936	-28.951475	1013	60.51	6.792	1	0	100.00	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia				
18945	26.581874	-22.459784	1012	64.82	4.438	1	0	100.00	Gordonibacter pamelaeae	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Gordonibacter				
19005	-10.993967	-17.010712	1010	48.71	7.063	0	0	0										
19012	-10.843382	6.528748	1009	40.04	72.032	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
19036	-12.680250	-12.164412	1007	47.17	6.737	1	0	0										
19083	9.433184	-13.251598	1005	48.16	20.132	1	0	100.00	Escherichia coli	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia			24218	
19088	24.340132	-22.304753	1005	62.99	4.603	3	0	76.19	Eggerthella	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella				
19123	-18.673624	32.698955	1004	39.64	6.521	0	0	100.00	Firmicutes bacterium CAG:41	Firmicutes								
19129	15.203461	7.106432	1003	38.19	7.556	0	0	100.00	Streptococcus	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
19158	-12.079429	-6.669964	1002	43.51	8.699	1	0	0										
19172	-10.417427	-6.227491	1001	42.76	11.195	1	0	1.20	Gemmata obscuriglobus									
19187	-0.923104	-4.414385	1001	40.26	111.595	0	0	88.08	Ruminococcus	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus				
19188	2.940512	13.678808	1001	34.37	41.217	1	0	100.00	Clostridiales	Firmicutes	Clostridia	Clostridiales						
19195	22.469726	-4.937914	1001	47.45	8.206	1	0	0										
19201	-14.269823	-23.024810	1000	49.30	4.272	2	0	58.33	Lachnospiraceae									
19218	14.298346	-26.402552	1000	56.70	9.847	1	0	84.42	Rothia mucilaginosa	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Rothia	VFG001348			
19597	-10.481132	13.305543	1788	36.27	7.441	2	0	100.00	Firmicutes	Firmicutes								
20264	-0.936788	13.825302	1734	34.43	11.667	2	0	55.56	Blautia obeum									
20628	25.078967	-25.869880	1712	59.58	6.334	3	0	100.00	Eggerthella	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella				
21579	10.627170	3.085783	1396	41.62	7.670	2	0	7.06	Mogibacterium sp. CM50									
22806	23.837506	6.476053	1638	38.22	6.511	2	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
22844	-4.529414	2.437825	1454	40.10	8.505	2	0	100.00	Eubacterium sp. CAG:146	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium				
23686	-13.868932	-4.801555	1342	40.46	6.063	1	0	51.95	Ruminococcus sp. JC304									
24021	19.484765	-26.849464	1245	58.63	12.541	3	0	77.27	Subdoligranulum variabile	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum				
25642	2.670103	22.838112	1405	28.54	7.122	2	0	100.00	Streptococcus vestibularis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
27952	9.678002	27.513746	1378	28.81	7.610	1	0	100.00	Clostridium sp. JCC	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium				
30239	9.297083	14.721321	1316	35.26	9.697	2	0	100.00	Streptococcus parasanguinis	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus				
